,Accepted Symbol,Synonym Symbol,Scientific Name,Invasive,C:N Ratio,Growth Rate,"Height at Base Age, Maximum (feet)","Height, Mature (feet)",Leaf Retention,Nitrogen Fixation,Adapted to Coarse Textured Soils,Adapted to Medium Textured Soils,"Frost Free Days, Minimum",Moisture Use,pH (Minimum),pH (Maximum),Precipitation (Minimum),Precipitation (Maximum),"Root Depth, Minimum (inches)",Shade Tolerance,"Temperature, Minimum (°F)",Commercial Availability,Propogated by Seed,Palatable Browse Animal,Sheffields Aval
693,PEAL,,Pennisetum alopecuroides,,Medium,Moderate,,3.0,No,None,Yes,Yes,160.0,Low,5.0,7.0,32.0,60.0,10.0,Intolerant,-18.0,Routinely Available,Yes,Low,False
694,PECI,,Pennisetum ciliare,STATE,Medium,Rapid,,3.0,No,None,Yes,Yes,240.0,Low,6.0,8.5,14.0,35.0,20.0,Intolerant,7.0,Routinely Available,Yes,High,False
695,PEFL18,,Pennisetum flaccidum,,Medium,Moderate,,3.8,No,None,Yes,Yes,200.0,Medium,5.5,7.0,32.0,50.0,16.0,Intolerant,2.0,Routinely Available,Yes,Medium,False
696,PEGL2,,Pennisetum glaucum,,Medium,Rapid,,6.0,No,None,Yes,Yes,200.0,Low,5.5,6.8,30.0,50.0,10.0,Intolerant,-35.0,Routinely Available,Yes,High,False
697,PEPU2,,Pennisetum purpureum,FLEPPC,Medium,Rapid,,10.0,No,None,Yes,Yes,365.0,Medium,5.2,8.7,36.0,100.0,14.0,Intolerant,17.0,Routinely Available,Yes,Medium,False
698,PESE3,,Pennisetum setaceum,"Cal-IPC, HEAR, STATE",High,Moderate,,3.5,No,None,Yes,Yes,280.0,Low,6.0,7.5,18.0,40.0,12.0,Intolerant,17.0,Routinely Available,Yes,Low,False
699,PECY2,,Penstemon cyananthus,,Medium,Slow,,2.5,No,None,Yes,Yes,110.0,Medium,5.8,7.4,16.0,35.0,14.0,Intolerant,-23.0,Routinely Available,Yes,Low,False
700,PEDI,,Penstemon digitalis,,High,Moderate,,4.0,No,None,Yes,Yes,110.0,Low,5.5,7.0,30.0,55.0,8.0,Tolerant,-38.0,Routinely Available,Yes,Medium,False
701,PERY,,Penstemon rydbergii,,Medium,Moderate,,3.0,No,None,No,Yes,130.0,Low,6.0,8.0,20.0,30.0,14.0,Intolerant,-38.0,Routinely Available,Yes,Medium,False
702,PEST2,,Penstemon strictus,,Medium,Moderate,,2.0,No,None,Yes,No,120.0,Low,6.0,8.0,14.0,26.0,10.0,Intolerant,-33.0,Routinely Available,Yes,Medium,False
703,PESE6,,Penthorum sedoides,,,Slow,,2.6,No,None,No,No,120.0,Medium,5.0,7.0,30.0,50.0,14.0,Intermediate,-28.0,Routinely Available,Yes,,True
704,PEBO,,Persea borbonia,,High,Moderate,50.0,70.0,Yes,None,No,Yes,200.0,High,5.0,6.7,40.0,80.0,24.0,Tolerant,7.0,Routinely Available,Yes,Medium,True
705,PHAQ,,Phalaris aquatica,Cal-IPC,Medium,Rapid,,4.0,No,None,No,Yes,240.0,High,5.4,7.5,16.0,40.0,12.0,Intolerant,7.0,Routinely Available,Yes,High,False
706,PHAR3,,Phalaris arundinacea,"N'EAST, NE&GP, SEEPPC, STATE, SWSS, WI, WSWS",Medium,Rapid,,5.0,No,None,No,Yes,120.0,High,5.5,8.0,30.0,65.0,14.0,Intolerant,-38.0,Routinely Available,Yes,Low,False
707,PHCO7,,Philadelphus coronarius,,Medium,Moderate,8.0,8.0,No,None,No,No,145.0,Medium,5.3,7.5,35.0,50.0,24.0,Intolerant,-18.0,Routinely Available,Yes,High,True
708,PHAL2,,Phleum alpinum,,Low,Slow,,1.4,No,None,No,Yes,90.0,Medium,5.0,7.5,16.0,60.0,10.0,Intermediate,-43.0,Routinely Available,Yes,High,False
709,PHPR3,,Phleum pratense,N'EAST,Low,Rapid,,3.0,No,None,No,Yes,90.0,Medium,5.0,7.8,30.0,65.0,10.0,Intermediate,-43.0,Routinely Available,Yes,High,True
710,PHDI3,,Phlox diffusa,,High,Slow,,0.5,No,None,Yes,Yes,120.0,Low,6.5,8.5,20.0,40.0,15.0,Tolerant,-13.0,Routinely Available,Yes,Low,False
711,PHDI5,,Phlox divaricata,,High,Rapid,,3.0,No,None,Yes,Yes,100.0,Medium,5.5,7.2,32.0,60.0,14.0,Intermediate,-33.0,Routinely Available,No,Low,False
712,PHGL4,,Phlox glaberrima,,High,Moderate,,3.0,No,None,No,Yes,110.0,High,5.8,7.0,32.0,50.0,8.0,Intermediate,-28.0,Routinely Available,Yes,Low,False
713,PHSU3,,Phlox subulata,,Medium,Rapid,,0.5,No,None,Yes,Yes,100.0,High,5.7,7.5,34.0,60.0,8.0,Intermediate,-28.0,Routinely Available,No,Low,False
714,PHAU7,,Phragmites australis,"N'EAST, SEEPPC, STATE",High,Rapid,,13.0,No,Low,Yes,Yes,110.0,Medium,4.5,8.7,12.0,60.0,20.0,Intolerant,-38.0,Routinely Available,No,Low,False
715,PHNO2,,Phyla nodiflora,,,Rapid,,0.2,No,None,Yes,Yes,110.0,Low,6.0,8.5,10.0,40.0,6.0,Intermediate,-18.0,Routinely Available,Yes,,False
716,PHCA11,,Physocarpus capitatus,,High,Rapid,8.0,8.0,No,None,Yes,Yes,90.0,Low,6.5,7.0,20.0,80.0,20.0,Intolerant,-33.0,Routinely Available,Yes,Low,False
717,PHOP,,Physocarpus opulifolius,,High,Slow,10.0,10.0,No,None,Yes,Yes,100.0,Low,4.5,6.5,35.0,60.0,14.0,Intolerant,-33.0,Routinely Available,Yes,Low,True
718,PIAB,,Picea abies,,High,Slow,35.0,130.0,Yes,None,No,Yes,100.0,Medium,5.0,7.0,24.0,60.0,28.0,Intermediate,-38.0,Routinely Available,Yes,Low,True
719,PIEN,,Picea engelmannii,,High,Slow,30.0,120.0,Yes,None,No,Yes,30.0,Medium,6.0,8.0,21.0,160.0,20.0,Tolerant,-50.0,Routinely Available,Yes,Medium,True
720,PIGL,,Picea glauca,,High,Slow,30.0,100.0,Yes,None,Yes,Yes,60.0,Medium,4.0,8.2,7.0,50.0,30.0,Intermediate,-65.0,Routinely Available,Yes,Low,True
721,PIMA,,Picea mariana,,High,Slow,20.0,65.0,Yes,None,Yes,Yes,60.0,High,4.7,6.5,5.0,60.0,16.0,Tolerant,-79.0,Routinely Available,Yes,Medium,True
722,PIPU,,Picea pungens,,High,Slow,20.0,100.0,Yes,None,Yes,Yes,120.0,Medium,5.5,7.8,20.0,45.0,18.0,Intermediate,-38.0,Routinely Available,Yes,Low,True
723,PIRU,,Picea rubens,,High,Moderate,25.0,110.0,Yes,None,Yes,Yes,90.0,Medium,4.0,5.8,28.0,52.0,13.0,Tolerant,-47.0,Routinely Available,Yes,Low,True
724,PISI,,Picea sitchensis,,High,Moderate,40.0,200.0,Yes,None,Yes,Yes,111.0,Medium,3.9,5.7,22.0,225.0,30.0,Tolerant,-33.0,Routinely Available,Yes,Low,True
725,PIJA3,,Pieris japonica,,High,Slow,8.0,12.0,Yes,None,No,Yes,200.0,Medium,4.2,5.5,35.0,55.0,12.0,Tolerant,2.0,Routinely Available,No,Low,True
726,PIAR,,Pinus aristata,,High,Slow,15.0,40.0,Yes,None,Yes,Yes,140.0,Low,5.7,7.5,30.0,60.0,30.0,Intolerant,-33.0,Routinely Available,Yes,,False
727,PICA15,,Pinus canariensis,,High,Slow,60.0,98.0,Yes,None,Yes,Yes,160.0,Medium,7.0,8.0,10.0,40.0,12.0,Intolerant,32.0,Routinely Available,Yes,Low,True
728,PICO,,Pinus contorta,,High,Rapid,30.0,99.0,Yes,None,Yes,Yes,100.0,Medium,6.2,7.5,18.0,25.0,20.0,Intolerant,-70.0,Routinely Available,Yes,Low,True
729,PICOC,,Pinus contorta var. contorta,,High,Rapid,25.0,50.0,Yes,None,Yes,Yes,150.0,Medium,5.5,8.5,20.0,200.0,20.0,Intolerant,-24.0,Routinely Available,Yes,Low,False
730,PICO3,,Pinus coulteri,,High,Slow,20.0,80.0,Yes,None,No,Yes,220.0,Medium,5.5,7.0,35.0,60.0,40.0,Intolerant,12.0,Routinely Available,Yes,Low,True
731,PIEC2,,Pinus echinata,,High,Rapid,60.0,100.0,Yes,None,Yes,Yes,180.0,Medium,4.0,6.0,34.0,65.0,24.0,Intolerant,-18.0,Routinely Available,Yes,Low,True
732,PIED,,Pinus edulis,,High,Slow,25.0,50.0,Yes,None,Yes,Yes,200.0,Low,6.5,8.5,9.0,27.0,20.0,Intolerant,-31.0,Routinely Available,Yes,Low,True
733,PIEL,,Pinus elliottii,,High,Rapid,60.0,100.0,Yes,None,No,Yes,250.0,Medium,4.0,6.4,40.0,80.0,40.0,Intolerant,-18.0,Routinely Available,Yes,Low,True
734,PIGL2,,Pinus glabra,,High,Rapid,30.0,90.0,Yes,None,Yes,Yes,240.0,Medium,3.8,5.6,35.0,66.0,30.0,Tolerant,-2.0,Routinely Available,Yes,Low,True
735,PIJE,,Pinus jeffreyi,,High,Rapid,40.0,180.0,Yes,None,Yes,Yes,120.0,Medium,5.6,8.4,20.0,80.0,40.0,Intolerant,-38.0,Routinely Available,Yes,Low,True
736,PILA,,Pinus lambertiana,,High,Rapid,40.0,229.0,Yes,None,Yes,Yes,150.0,Medium,5.6,8.0,25.0,90.0,40.0,Intermediate,-28.0,Routinely Available,Yes,Medium,True
737,PIMO3,,Pinus monticola,,High,Rapid,35.0,200.0,Yes,None,Yes,Yes,120.0,Medium,5.5,7.0,15.0,30.0,40.0,Intermediate,-33.0,Routinely Available,Yes,Low,True
738,PIMU80,,Pinus mugo,,High,Slow,4.0,10.0,Yes,None,Yes,Yes,90.0,Low,5.5,8.0,35.0,60.0,16.0,Intolerant,-38.0,Routinely Available,No,,True
739,PINI,,Pinus nigra,,High,Moderate,35.0,120.0,Yes,None,No,Yes,100.0,Medium,5.5,7.5,35.0,50.0,40.0,Intolerant,-38.0,Routinely Available,Yes,Low,True
740,PIPO,,Pinus ponderosa,,High,Moderate,40.0,223.0,Yes,None,Yes,Yes,150.0,Medium,5.0,9.0,15.0,25.0,20.0,Intolerant,-36.0,Routinely Available,Yes,Low,True
741,PIPU5,,Pinus pungens,,High,,25.0,50.0,Yes,None,Yes,Yes,165.0,Low,4.5,7.0,36.0,60.0,24.0,Intolerant,-18.0,Routinely Available,Yes,Low,True
742,PIRA2,,Pinus radiata,HEAR,High,Rapid,65.0,120.0,Yes,None,Yes,Yes,300.0,High,4.5,5.2,16.0,30.0,30.0,Intermediate,23.0,Routinely Available,Yes,,True
743,PIRE,,Pinus resinosa,,High,Rapid,30.0,80.0,Yes,None,Yes,Yes,80.0,Low,4.5,6.0,15.0,60.0,40.0,Intolerant,-43.0,Routinely Available,Yes,Low,True
744,PIRI,,Pinus rigida,,High,Rapid,20.0,80.0,Yes,None,Yes,Yes,112.0,Low,3.5,5.1,37.0,56.0,20.0,Intolerant,-43.0,Routinely Available,Yes,Low,False
745,PISE,,Pinus serotina,,Medium,Moderate,25.0,80.0,Yes,None,No,Yes,190.0,Medium,4.8,6.8,40.0,60.0,20.0,Intolerant,-3.0,Routinely Available,Yes,Low,False
746,PIST,,Pinus strobus,,High,Rapid,40.0,150.0,Yes,None,No,Yes,90.0,Medium,4.0,6.5,20.0,80.0,40.0,Intermediate,-33.0,Routinely Available,Yes,Medium,True
747,PISY,,Pinus sylvestris,,High,Rapid,30.0,110.0,Yes,None,Yes,Yes,120.0,Medium,5.0,7.5,24.0,45.0,20.0,Intolerant,-36.0,Routinely Available,Yes,Low,True
748,PITA,,Pinus taeda,HEAR,High,Rapid,50.0,100.0,Yes,None,Yes,Yes,150.0,High,4.0,7.0,35.0,65.0,35.0,Intolerant,-8.0,Routinely Available,Yes,Low,True
749,PITH2,,Pinus thunbergii,,,,,,,,,,,,,,,,,,,,,,True
750,PITH2,PITH3,Pinus thunbergiana,,High,Moderate,50.0,25.0,Yes,None,Yes,Yes,155.0,Medium,5.5,8.0,30.0,60.0,24.0,Intolerant,-3.0,Routinely Available,Yes,Low,False
751,PIVI2,,Pinus virginiana,,High,Rapid,25.0,70.0,Yes,None,Yes,Yes,165.0,Low,4.5,7.5,32.0,65.0,20.0,Intolerant,-23.0,Routinely Available,Yes,Low,True
752,PITO2,,Pittosporum tobira,,High,Moderate,20.0,20.0,Yes,None,Yes,Yes,220.0,Medium,5.5,7.0,24.0,60.0,18.0,Intermediate,7.0,Routinely Available,No,,True
753,PIVI5,,Pittosporum viridiflorum,,High,Moderate,25.0,25.0,Yes,None,Yes,Yes,220.0,Medium,5.5,7.0,24.0,60.0,16.0,Intermediate,7.0,Routinely Available,No,,False
754,PLAQ,,Planera aquatica,,,Slow,40.0,50.0,No,None,No,Yes,180.0,Medium,5.0,8.5,35.0,55.0,18.0,Tolerant,-3.0,Routinely Available,Yes,Low,False
755,PLMA2,,Plantago major,"N'EAST, WSWS",Medium,Moderate,,0.3,No,None,Yes,Yes,85.0,Medium,4.8,7.3,16.0,60.0,4.0,Intermediate,-38.0,Routinely Available,Yes,Low,False
756,PLHI,,Platanus ×hispanica,,,,,,,,,,,,,,,,,,,,,,False
757,PLHI,PLHY3,Platanus hybrida,,High,Rapid,65.0,100.0,No,None,Yes,Yes,160.0,Medium,5.5,7.5,24.0,60.0,32.0,Intolerant,-23.0,Routinely Available,Yes,,False
758,PLOC,,Platanus occidentalis,,High,Rapid,65.0,100.0,No,None,Yes,Yes,100.0,High,4.9,6.5,30.0,80.0,30.0,Intermediate,-34.0,Routinely Available,Yes,Low,True
759,PLRA,,Platanus racemosa,,High,Slow,20.0,75.0,No,None,Yes,Yes,220.0,Medium,5.8,7.3,14.0,20.0,36.0,Intolerant,7.0,Routinely Available,Yes,Low,False
760,PLWR2,,Platanus wrightii,,High,Slow,20.0,80.0,No,None,Yes,Yes,160.0,Low,5.8,7.5,16.0,24.0,36.0,Intolerant,-8.0,Routinely Available,Yes,Low,False
761,PLOR80,,Platycladus orientalis,,High,Rapid,35.0,40.0,Yes,None,Yes,Yes,110.0,Medium,4.7,6.5,35.0,55.0,24.0,Intermediate,-28.0,Routinely Available,Yes,,True
762,PLJA,,Pleuraphis jamesii,,Medium,Slow,,2.0,No,None,Yes,Yes,130.0,Low,6.6,8.4,6.0,18.0,12.0,Intolerant,-23.0,Routinely Available,Yes,High,False
763,PLRI3,,Pleuraphis rigida,,Medium,Moderate,,3.0,Yes,None,Yes,Yes,220.0,Low,6.0,8.0,5.0,12.0,12.0,Intolerant,12.0,Routinely Available,Yes,Medium,False
764,PLODO,,Pluchea odorata var. odorata,,,Moderate,,4.9,No,Low,No,Yes,140.0,Medium,4.5,7.0,10.0,40.0,14.0,Intolerant,-13.0,Routinely Available,Yes,,False
765,POAN,,Poa annua,"N'EAST, NE&GP, SWSS, WSWS",Low,Rapid,,0.3,No,None,Yes,Yes,60.0,Medium,4.8,8.0,24.0,60.0,3.0,Intermediate,47.0,Routinely Available,Yes,Low,False
766,POBU,,Poa bulbosa,WSWS,Low,Moderate,,1.5,No,None,Yes,Yes,100.0,Medium,5.0,7.2,12.0,40.0,8.0,Intermediate,-33.0,Routinely Available,Yes,Low,False
767,POCO,,Poa compressa,WI,Medium,Moderate,,2.0,No,None,Yes,Yes,90.0,Medium,5.0,7.0,12.0,45.0,10.0,Tolerant,-38.0,Routinely Available,Yes,Medium,False
768,POEM,,Poa eminens,,Low,Moderate,,2.0,No,None,No,No,120.0,,5.0,7.5,7.0,236.0,12.0,Intolerant,-52.0,Routinely Available,Yes,,False
769,POGL,,Poa glauca,,Low,Moderate,,2.0,No,None,Yes,No,120.0,,,8.0,10.0,59.0,12.0,Intolerant,-40.0,Routinely Available,Yes,,False
770,POPA2,,Poa palustris,,Medium,Moderate,,4.0,No,None,No,Yes,100.0,Medium,4.9,7.5,28.0,50.0,12.0,Intermediate,-38.0,Routinely Available,Yes,Low,True
771,POPR,,Poa pratensis,"NE&GP, WI",Low,Moderate,,1.5,No,None,No,Yes,90.0,High,5.0,8.4,24.0,65.0,10.0,Intolerant,-38.0,Routinely Available,Yes,High,True
772,POSE,,Poa secunda,,Medium,Moderate,,1.4,No,None,Yes,Yes,90.0,Low,6.0,8.0,8.0,16.0,10.0,Intermediate,-36.0,Routinely Available,Yes,Medium,False
773,POTR2,,Poa trivialis,N'EAST,Medium,Moderate,,2.5,No,None,No,Yes,120.0,High,4.8,7.5,35.0,50.0,12.0,Tolerant,-28.0,Routinely Available,Yes,Low,False
774,POAC,,Polemonium acutiflorum,,Medium,Rapid,,3.0,No,None,Yes,Yes,47.0,,5.0,7.8,9.0,276.0,12.0,Tolerant,-62.0,Routinely Available,Yes,,False
775,POOC2,,Polemonium occidentale,,Medium,Moderate,,3.0,No,None,No,Yes,90.0,High,4.6,7.0,14.0,40.0,10.0,Tolerant,-43.0,Routinely Available,Yes,,False
776,POAM8,,Polygonum amphibium,SWSS,,Moderate,,0.1,No,None,No,Yes,110.0,High,4.0,7.0,14.0,60.0,6.0,Intolerant,-23.0,Routinely Available,Yes,,False
777,POBI5,,Polygonum bistorta,,Low,Moderate,,1.0,No,None,Yes,Yes,140.0,Medium,5.5,7.0,36.0,55.0,16.0,Intermediate,-18.0,Routinely Available,Yes,,False
778,POHY,,Polygonum hydropiper,,Low,Rapid,,1.6,No,None,Yes,Yes,120.0,High,5.0,7.5,24.0,60.0,6.0,Intolerant,52.0,Routinely Available,Yes,,False
779,POHY2,,Polygonum hydropiperoides,,,Slow,,,No,None,No,Yes,95.0,Medium,4.5,8.8,12.0,50.0,10.0,Intolerant,32.0,Routinely Available,Yes,Low,False
780,POPE2,,Polygonum pensylvanicum,"KY, N'EAST, NE&GP, SWSS",Medium,Moderate,,3.9,No,None,Yes,Yes,95.0,Medium,4.0,8.5,12.0,60.0,14.0,Intolerant,32.0,Routinely Available,Yes,,False
781,POPE3,,Polygonum persicaria,"SEEPPC, SWSS, WSWS",,Rapid,,3.2,No,None,Yes,Yes,110.0,Medium,4.0,8.5,14.0,60.0,14.0,Intolerant,32.0,Routinely Available,Yes,,False
782,POPU5,,Polygonum punctatum,,,Moderate,,3.2,No,None,Yes,Yes,110.0,Medium,6.0,8.7,12.0,60.0,14.0,Intolerant,32.0,Routinely Available,Yes,,False
783,POSA5,,Polygonum sagittatum,,,Rapid,,1.0,No,None,Yes,Yes,110.0,Medium,4.0,8.5,40.0,60.0,6.0,Intolerant,-13.0,Routinely Available,Yes,,False
784,POMO5,,Polypogon monspeliensis,WSWS,Low,Rapid,,1.7,No,None,Yes,Yes,90.0,High,4.8,7.8,12.0,55.0,10.0,Intolerant,52.0,Routinely Available,Yes,Low,False
785,POCO14,,Pontederia cordata,SWSS,,Moderate,,3.2,No,None,Yes,Yes,110.0,High,4.9,8.7,40.0,60.0,10.0,Intolerant,-23.0,Routinely Available,Yes,,False
786,POAL7,,Populus alba,"SEEPPC, WI",High,Rapid,80.0,100.0,No,None,Yes,Yes,90.0,High,4.9,7.0,24.0,55.0,24.0,Intolerant,-38.0,Routinely Available,Yes,Medium,False
787,POAN3,,Populus angustifolia,,High,Rapid,60.0,60.0,No,None,Yes,Yes,115.0,High,6.0,7.5,20.0,35.0,12.0,Intolerant,-28.0,Routinely Available,Yes,Medium,False
788,POBA2,,Populus balsamifera,,High,Rapid,35.0,80.0,No,None,Yes,Yes,75.0,High,4.5,7.0,6.0,70.0,30.0,Intolerant,-79.0,Routinely Available,Yes,Medium,True
789,POBAT,,Populus balsamifera ssp. trichocarpa,,High,Rapid,40.0,100.0,No,None,Yes,Yes,70.0,High,5.5,8.0,10.0,125.0,30.0,Intolerant,-53.0,Routinely Available,Yes,Medium,False
790,PODE3,,Populus deltoides,N'EAST,High,Rapid,80.0,190.0,No,None,Yes,Yes,100.0,High,4.6,6.5,18.0,55.0,24.0,Intolerant,-43.0,Routinely Available,Yes,Medium,True
791,PODEM,,Populus deltoides ssp. monilifera,,High,Rapid,70.0,85.0,No,None,Yes,Yes,90.0,High,5.0,7.0,10.0,35.0,24.0,Intolerant,-43.0,Routinely Available,Yes,Medium,False
792,POFR2,,Populus fremontii,,High,Rapid,50.0,90.0,No,None,Yes,Yes,165.0,High,6.0,8.0,20.0,26.0,32.0,Intolerant,-13.0,Routinely Available,Yes,Low,False
793,POGR4,,Populus grandidentata,,Medium,Rapid,40.0,65.0,No,None,Yes,Yes,90.0,High,4.8,7.2,20.0,70.0,20.0,Intolerant,-43.0,Routinely Available,Yes,Medium,True
794,PONI,,Populus nigra,,High,Rapid,80.0,190.0,No,None,Yes,Yes,160.0,High,5.0,8.5,20.0,50.0,32.0,Intolerant,-28.0,Routinely Available,No,Low,False
795,POTR5,,Populus tremuloides,,Medium,Rapid,40.0,65.0,No,None,Yes,Yes,70.0,High,4.3,9.0,7.0,60.0,32.0,Intolerant,-70.0,Routinely Available,Yes,High,True
796,POAM5,,Potamogeton amplifolius,,Medium,Rapid,,,No,None,No,No,120.0,High,5.5,7.0,12.0,55.0,0.0,Intolerant,-33.0,Routinely Available,Yes,,False
797,PONO2,,Potamogeton nodosus,,Medium,Rapid,,,No,None,No,No,90.0,High,5.8,7.0,12.0,55.0,0.0,Intolerant,-38.0,Routinely Available,Yes,,False
798,PORO2,,Potamogeton robbinsii,,Medium,Rapid,,,No,None,No,No,90.0,High,5.8,7.0,16.0,55.0,0.0,Intolerant,-38.0,Routinely Available,Yes,,False
799,POGL9,,Potentilla glandulosa,,Medium,Moderate,,1.5,No,None,No,Yes,100.0,Low,7.0,8.0,8.0,35.0,8.0,Intermediate,-33.0,Routinely Available,Yes,Low,False
800,POGR9,,Potentilla gracilis,,,Moderate,,2.4,No,None,Yes,Yes,100.0,Low,4.0,7.5,20.0,80.0,4.0,Intolerant,-43.0,Routinely Available,Yes,Medium,False
801,PRACM,,Prestoea acuminata var. montana,,,,30.0,70.0,No,None,Yes,Yes,365.0,,3.6,5.5,70.0,160.0,36.0,,40.0,Routinely Available,Yes,,False
802,PRPU,,Prosopis pubescens,,High,Rapid,10.0,25.0,No,Low,Yes,Yes,200.0,Medium,7.5,9.0,6.0,15.0,24.0,Intermediate,-3.0,Routinely Available,Yes,High,False
803,PRVU,,Prunella vulgaris,"N'EAST, NE&GP",Medium,Rapid,,1.5,No,None,Yes,Yes,115.0,Medium,5.4,8.0,16.0,55.0,10.0,Intermediate,-38.0,Routinely Available,Yes,,False
804,PRAM,,Prunus americana,,Medium,Moderate,24.0,24.0,No,None,Yes,Yes,100.0,Medium,5.0,7.0,16.0,40.0,24.0,Intolerant,-38.0,Routinely Available,Yes,Medium,True
805,PRAN3,,Prunus angustifolia,,Medium,Moderate,12.0,12.0,No,None,Yes,Yes,165.0,Medium,5.0,7.5,18.0,45.0,24.0,Intolerant,-28.0,Routinely Available,Yes,Medium,True
806,PRMA2,,Prunus maritima,,High,Moderate,12.0,12.0,No,None,Yes,Yes,150.0,Medium,5.8,7.7,36.0,60.0,20.0,Intolerant,-33.0,Routinely Available,Yes,Medium,False
807,PRPE2,,Prunus pensylvanica,,High,Rapid,25.0,30.0,No,None,Yes,Yes,90.0,Medium,4.3,7.3,16.0,80.0,20.0,Intolerant,-38.0,Routinely Available,Yes,Medium,True
808,PRPU3,,Prunus pumila,,Medium,Slow,6.0,6.0,No,None,Yes,Yes,125.0,Low,5.9,7.0,15.0,50.0,24.0,Tolerant,-33.0,Routinely Available,Yes,Low,True
809,PRPUB,,Prunus pumila var. besseyi,,Medium,Moderate,3.0,3.0,No,None,Yes,Yes,100.0,Medium,5.3,7.5,12.0,24.0,20.0,Intolerant,-38.0,Routinely Available,Yes,Medium,False
810,PRSE2,,Prunus serotina,N'EAST,High,Rapid,40.0,80.0,No,None,Yes,Yes,120.0,Medium,4.0,7.5,21.0,50.0,36.0,Intolerant,-33.0,Routinely Available,Yes,Low,True
811,PRTO80,,Prunus tomentosa,,High,Moderate,8.0,8.0,No,None,Yes,Yes,100.0,Medium,5.7,7.2,24.0,40.0,20.0,Intolerant,-38.0,Routinely Available,Yes,Low,True
812,PRVI,,Prunus virginiana,"N'EAST, NE&GP",High,Rapid,15.0,25.0,No,None,Yes,Yes,120.0,Medium,5.2,8.4,13.0,65.0,20.0,Intolerant,-43.0,Routinely Available,Yes,High,True
813,PRVID,,Prunus virginiana var. demissa,,High,Rapid,20.0,20.0,No,None,Yes,Yes,90.0,Medium,5.5,8.0,16.0,30.0,24.0,Intermediate,-38.0,Routinely Available,Yes,Medium,False
814,PSJU3,,Psathyrostachys juncea,,Medium,Rapid,,3.0,No,None,No,Yes,90.0,Low,6.5,9.0,10.0,45.0,16.0,Intolerant,-43.0,Routinely Available,Yes,High,False
815,PSSPS,,Pseudoroegneria spicata ssp. spicata,,Medium,Rapid,,3.0,No,None,Yes,Yes,90.0,Low,6.6,8.4,8.0,35.0,10.0,Intolerant,-38.0,Routinely Available,Yes,Medium,False
816,PSMA,,Pseudotsuga macrocarpa,,High,Moderate,24.0,75.0,No,None,Yes,Yes,200.0,Low,5.0,7.0,12.0,40.0,30.0,Intolerant,-13.0,Routinely Available,Yes,,False
817,PSME,,Pseudotsuga menziesii,,High,Moderate,40.0,200.0,Yes,None,Yes,Yes,130.0,Medium,5.0,7.5,18.0,100.0,26.0,Intermediate,-33.0,Routinely Available,Yes,Low,True
818,PSGU,,Psidium guajava,HEAR,Medium,Moderate,25.0,25.0,Yes,None,Yes,Yes,365.0,Medium,5.5,7.0,40.0,150.0,36.0,Intermediate,33.0,Routinely Available,Yes,Low,False
819,PTAQ,,Pteridium aquilinum,SWSS,,Moderate,,6.6,No,None,Yes,Yes,90.0,Medium,4.5,7.0,16.0,60.0,10.0,Tolerant,-43.0,Routinely Available,Yes,Low,False
820,PUNU2,,Puccinellia nuttalliana,,High,Slow,,0.8,No,None,Yes,Yes,110.0,Medium,6.5,8.5,24.0,45.0,10.0,Intolerant,-38.0,Routinely Available,Yes,Low,False
821,PUGR2,,Punica granatum,,High,Slow,20.0,20.0,No,None,No,Yes,140.0,Medium,6.0,6.9,30.0,60.0,20.0,Intermediate,-13.0,Routinely Available,Yes,Low,True
822,PUGL2,,Purshia glandulosa,,Medium,Slow,3.0,5.0,Yes,Low,Yes,Yes,200.0,Low,6.8,8.0,5.0,15.0,12.0,Intolerant,-13.0,Routinely Available,Yes,High,False
823,PUTR2,,Purshia tridentata,,Medium,Moderate,6.0,6.0,No,Low,Yes,Yes,100.0,Low,5.6,8.4,8.0,20.0,20.0,Intermediate,-36.0,Routinely Available,Yes,High,False
824,PYCO2,,Pyracantha coccinea,,High,Rapid,8.0,8.0,Yes,None,No,Yes,150.0,Medium,5.8,8.0,35.0,60.0,18.0,Intolerant,12.0,Routinely Available,Yes,Low,True
825,PYCO,,Pyrus communis,,High,Rapid,40.0,50.0,No,None,No,Yes,175.0,Medium,5.2,6.7,35.0,55.0,30.0,Intolerant,-18.0,Routinely Available,Yes,High,True
826,QUAG,,Quercus agrifolia,,High,Slow,25.0,70.0,Yes,None,Yes,Yes,220.0,Medium,5.5,7.5,20.0,60.0,36.0,Intolerant,7.0,Routinely Available,Yes,Medium,True
827,QUAL,,Quercus alba,,High,Slow,25.0,100.0,No,None,Yes,Yes,145.0,Medium,4.5,6.8,30.0,80.0,48.0,Intermediate,-43.0,Routinely Available,Yes,Medium,True
828,QUBI,,Quercus bicolor,,High,Rapid,30.0,100.0,No,None,Yes,Yes,120.0,High,4.3,6.5,36.0,48.0,40.0,Intermediate,-28.0,Routinely Available,Yes,Medium,True
829,QUCH2,,Quercus chrysolepis,,High,Slow,30.0,90.0,Yes,None,Yes,Yes,160.0,Medium,4.5,7.5,6.0,110.0,42.0,Tolerant,11.0,Routinely Available,Yes,Medium,True
